npz_path,label,video_path,frames_T,fps_orig,stride,detect_rate,mean_visibility,vis_p50,vis_p90,nan_rate_xyz,wall_s,eff_fps,mem_mb_delta
../output/mediapipe_pose_npz/deadlift__0925f4eb-58fa-4e45-a6e7-e03265f0372d.npz,deadlift,../data/deadlift/0925f4eb-58fa-4e45-a6e7-e03265f0372d.mp4,121,23.976023976023978,2,1.0,0.9413756132125854,0.9439899325370789,0.9476550221443176,0.0,8.320894333999604,14.541706112717685,
../output/mediapipe_pose_npz/deadlift__096dc686-5b40-4e09-998d-ea556004b722.npz,deadlift,../data/deadlift/096dc686-5b40-4e09-998d-ea556004b722.mp4,125,25.0,2,0.0,0.0,0.0,0.0,1.0,0.15362574998289347,813.6656778822495,
../output/mediapipe_pose_npz/deadlift__1ac971de-e625-4c80-9248-fed992df8105.npz,deadlift,../data/deadlift/1ac971de-e625-4c80-9248-fed992df8105.mp4,120,23.976023976023978,2,0.0,0.0,0.0,0.0,1.0,0.2627131249755621,456.7720018219971,
../output/mediapipe_pose_npz/deadlift__27cf6847-84de-4e59-bafa-f1b22d449ad5.npz,deadlift,../data/deadlift/27cf6847-84de-4e59-bafa-f1b22d449ad5.mp4,120,23.976023976023978,2,0.0,0.0,0.0,0.0,1.0,0.24530479195527732,489.18734543872165,
../output/mediapipe_pose_npz/deadlift__27d43f0b-0e8f-45e6-80e5-e65a2b1c7b50.npz,deadlift,../data/deadlift/27d43f0b-0e8f-45e6-80e5-e65a2b1c7b50.mp4,150,60.0,4,0.0,0.0,0.0,0.0,1.0,0.5802460830309428,258.5110083233443,
../output/mediapipe_pose_npz/deadlift__2b599cbd-a4f7-45b6-bda9-0316270f9c04.npz,deadlift,../data/deadlift/2b599cbd-a4f7-45b6-bda9-0316270f9c04.mp4,150,30.0,2,0.0,0.0,0.0,0.0,1.0,0.18651491595664993,804.2252236537652,
../output/mediapipe_pose_npz/deadlift__2e22d77e-94ce-47f6-912d-a28f1c4f70cf.npz,deadlift,../data/deadlift/2e22d77e-94ce-47f6-912d-a28f1c4f70cf.mp4,120,60.0,4,0.0,0.0,0.0,0.0,1.0,1.9715474579716101,60.865894713718816,
../output/mediapipe_pose_npz/deadlift__3a2e4a07-4587-4474-9eb0-434a701de631.npz,deadlift,../data/deadlift/3a2e4a07-4587-4474-9eb0-434a701de631.mp4,199,19.75,1,0.0,0.0,0.0,0.0,1.0,0.8748707079794258,227.4621817658111,
../output/mediapipe_pose_npz/deadlift__3fe08ad6-0a66-494c-8479-d70239564ff4.npz,deadlift,../data/deadlift/3fe08ad6-0a66-494c-8479-d70239564ff4.mp4,121,24.0,2,0.0,0.0,0.0,0.0,1.0,0.13632991595659405,887.552810041525,
../output/mediapipe_pose_npz/deadlift__516273ac-d834-4336-b735-0f3009eef3cc.npz,deadlift,../data/deadlift/516273ac-d834-4336-b735-0f3009eef3cc.mp4,121,23.976023976023978,2,0.0,0.0,0.0,0.0,1.0,0.958218207990285,126.27603920591203,
../output/mediapipe_pose_npz/deadlift__57a9987d-47f1-431d-8e5f-af96be5696b4.npz,deadlift,../data/deadlift/57a9987d-47f1-431d-8e5f-af96be5696b4.mp4,121,23.976023976023978,2,0.0,0.0,0.0,0.0,1.0,1.0078661250299774,120.05562742412941,
../output/mediapipe_pose_npz/deadlift__5a6e34c5-9c3c-4dcf-8d6d-72108248a99d.npz,deadlift,../data/deadlift/5a6e34c5-9c3c-4dcf-8d6d-72108248a99d.mp4,125,25.0,2,0.0,0.0,0.0,0.0,1.0,0.157474874984473,793.7774201270202,
../output/mediapipe_pose_npz/deadlift__5d221d49-d691-4581-a76e-d139e80df0d9.npz,deadlift,../data/deadlift/5d221d49-d691-4581-a76e-d139e80df0d9.mp4,120,23.976023976023978,2,0.0,0.0,0.0,0.0,1.0,0.25608274998376146,468.598529216081,
../output/mediapipe_pose_npz/deadlift__5f16d9eb-3d0a-4f1d-97d7-0e9b05393829.npz,deadlift,../data/deadlift/5f16d9eb-3d0a-4f1d-97d7-0e9b05393829.mp4,150,29.97002997002997,2,0.0,0.0,0.0,0.0,1.0,0.18776075000641868,798.8890116537785,
../output/mediapipe_pose_npz/deadlift__5f520743-d93f-4b0f-9ed0-d7eab1a7f739.npz,deadlift,../data/deadlift/5f520743-d93f-4b0f-9ed0-d7eab1a7f739.mp4,125,25.0,2,0.0,0.0,0.0,0.0,1.0,0.15466545900562778,808.195965690385,
../output/mediapipe_pose_npz/deadlift__625d3ad8-6ac0-42a9-acb0-dc84fd260424.npz,deadlift,../data/deadlift/625d3ad8-6ac0-42a9-acb0-dc84fd260424.mp4,120,30.0,2,0.0,0.0,0.0,0.0,1.0,0.2775365000125021,432.375561393166,
../output/mediapipe_pose_npz/deadlift__6462b813-527f-407d-b636-93dd10a8b948.npz,deadlift,../data/deadlift/6462b813-527f-407d-b636-93dd10a8b948.mp4,120,23.976023976023978,2,0.0,0.0,0.0,0.0,1.0,0.23931783402804285,501.42523012279395,
../output/mediapipe_pose_npz/deadlift__6c0028f5-d3b1-4075-a2d5-d176b3e7dafb.npz,deadlift,../data/deadlift/6c0028f5-d3b1-4075-a2d5-d176b3e7dafb.mp4,120,23.976023976023978,2,0.0,0.0,0.0,0.0,1.0,0.9699501660070382,123.7176962338179,
../output/mediapipe_pose_npz/deadlift__79dee13d-13ab-460e-997b-7283ef9c242b.npz,deadlift,../data/deadlift/79dee13d-13ab-460e-997b-7283ef9c242b.mp4,150,30.0,2,0.0,0.0,0.0,0.0,1.0,0.3538064999738708,423.9605547413,
../output/mediapipe_pose_npz/deadlift__7c55df16-fa5d-4080-bdd5-310a66d72a2d.npz,deadlift,../data/deadlift/7c55df16-fa5d-4080-bdd5-310a66d72a2d.mp4,72,23.976023976023978,2,0.0,0.0,0.0,0.0,1.0,0.7253652500221506,99.26033815074726,
../output/mediapipe_pose_npz/deadlift__7e8d0739-80f9-4748-ae0c-735be24e46b1.npz,deadlift,../data/deadlift/7e8d0739-80f9-4748-ae0c-735be24e46b1.mp4,120,23.976023976023978,2,0.0,0.0,0.0,0.0,1.0,0.27152795798610896,441.94344070506014,
../output/mediapipe_pose_npz/deadlift__7f1654d5-8fee-4c31-b67c-c25aeb95cdd5.npz,deadlift,../data/deadlift/7f1654d5-8fee-4c31-b67c-c25aeb95cdd5.mp4,125,25.0,2,0.0,0.0,0.0,0.0,1.0,0.17503491597017273,714.1432285504735,
../output/mediapipe_pose_npz/deadlift__812f89ff-1130-4439-aac6-62fd8c519593.npz,deadlift,../data/deadlift/812f89ff-1130-4439-aac6-62fd8c519593.mp4,121,23.976023976023978,2,0.0,0.0,0.0,0.0,1.0,0.27672070800326765,437.2639867579812,
../output/mediapipe_pose_npz/deadlift__8a7a0a83-339f-485c-9063-c4175e0349f7.npz,deadlift,../data/deadlift/8a7a0a83-339f-485c-9063-c4175e0349f7.mp4,120,23.976023976023978,2,0.0,0.0,0.0,0.0,1.0,1.3187350829830393,90.99628996640818,
../output/mediapipe_pose_npz/deadlift__8f36733f-e692-49d7-8bfa-237467959303.npz,deadlift,../data/deadlift/8f36733f-e692-49d7-8bfa-237467959303.mp4,121,23.976023976023978,2,0.0,0.0,0.0,0.0,1.0,1.0618565000477247,113.95136724647983,
../output/mediapipe_pose_npz/deadlift__9262eaae-fe13-4d51-af06-be2c70da0503.npz,deadlift,../data/deadlift/9262eaae-fe13-4d51-af06-be2c70da0503.mp4,121,23.976023976023978,2,0.0,0.0,0.0,0.0,1.0,0.2603481660480611,464.7622521668273,
../output/mediapipe_pose_npz/deadlift__995f7850-58e2-4c7a-8c3a-165d874f12ec.npz,deadlift,../data/deadlift/995f7850-58e2-4c7a-8c3a-165d874f12ec.mp4,150,30.0,2,0.0,0.0,0.0,0.0,1.0,0.3543216659454629,423.34413731021453,
../output/mediapipe_pose_npz/deadlift__acb5d815-4867-4a81-a7b3-7183ef9aa561.npz,deadlift,../data/deadlift/acb5d815-4867-4a81-a7b3-7183ef9aa561.mp4,125,25.0,2,0.0,0.0,0.0,0.0,1.0,0.15439704101299867,809.6010077646259,
../output/mediapipe_pose_npz/deadlift__b6fbc8b7-e2be-4898-8be4-60e4bcfc5533.npz,deadlift,../data/deadlift/b6fbc8b7-e2be-4898-8be4-60e4bcfc5533.mp4,120,23.976023976023978,2,0.0,0.0,0.0,0.0,1.0,0.24843874998623505,483.0164376799058,
../output/mediapipe_pose_npz/deadlift__cc018374-fcf7-47aa-8bdb-3f7bccf4f4cc.npz,deadlift,../data/deadlift/cc018374-fcf7-47aa-8bdb-3f7bccf4f4cc.mp4,125,25.0,2,0.0,0.0,0.0,0.0,1.0,0.15757949999533594,793.2503910959216,
../output/mediapipe_pose_npz/deadlift__d471ea3e-587c-4ad4-8d8d-fc99c14b6381.npz,deadlift,../data/deadlift/d471ea3e-587c-4ad4-8d8d-fc99c14b6381.mp4,134,60.0,4,0.0,0.0,0.0,0.0,1.0,0.8350688749924302,160.46580589081913,
../output/mediapipe_pose_npz/deadlift__d8567dbc-38cc-4cb2-bc79-ca64239c4b52.npz,deadlift,../data/deadlift/d8567dbc-38cc-4cb2-bc79-ca64239c4b52.mp4,150,30.0,2,0.0,0.0,0.0,0.0,1.0,0.4925637089763768,304.5291345392114,
../output/mediapipe_pose_npz/deadlift__deadlift_1.npz,deadlift,../data/deadlift/deadlift_1.mp4,75,29.97002997002997,2,0.0,0.0,0.0,0.0,1.0,0.15808941598515958,474.41506145509777,
../output/mediapipe_pose_npz/deadlift__deadlift_10.npz,deadlift,../data/deadlift/deadlift_10.mp4,75,29.97002997002997,2,0.0,0.0,0.0,0.0,1.0,0.15396487503312528,487.1240923221214,
../output/mediapipe_pose_npz/deadlift__deadlift_11.npz,deadlift,../data/deadlift/deadlift_11.mp4,61,29.97002997002997,2,0.0,0.0,0.0,0.0,1.0,0.12363537499913946,493.3862982210761,
../output/mediapipe_pose_npz/deadlift__deadlift_12.npz,deadlift,../data/deadlift/deadlift_12.mp4,47,29.97002997002997,2,0.0,0.0,0.0,0.0,1.0,0.1051772499922663,446.8646974840654,
../output/mediapipe_pose_npz/deadlift__deadlift_13.npz,deadlift,../data/deadlift/deadlift_13.mp4,132,29.97002997002997,2,0.0,0.0,0.0,0.0,1.0,0.28832179098390043,457.82179539586286,
../output/mediapipe_pose_npz/deadlift__deadlift_14.npz,deadlift,../data/deadlift/deadlift_14.mp4,75,29.97002997002997,2,0.0,0.0,0.0,0.0,1.0,0.16953112499322742,442.3966395727992,
../output/mediapipe_pose_npz/deadlift__deadlift_15.npz,deadlift,../data/deadlift/deadlift_15.mp4,34,29.97002997002997,2,0.0,0.0,0.0,0.0,1.0,0.07421929104020819,458.101923684242,
../output/mediapipe_pose_npz/deadlift__deadlift_16.npz,deadlift,../data/deadlift/deadlift_16.mp4,55,29.97002997002997,2,0.0,0.0,0.0,0.0,1.0,0.11590129201067612,474.5417332788123,
../output/mediapipe_pose_npz/deadlift__deadlift_17.npz,deadlift,../data/deadlift/deadlift_17.mp4,74,29.97002997002997,2,0.0,0.0,0.0,0.0,1.0,0.14787929196609184,500.4081302807963,
../output/mediapipe_pose_npz/deadlift__deadlift_18.npz,deadlift,../data/deadlift/deadlift_18.mp4,53,29.97002997002997,2,0.0,0.0,0.0,0.0,1.0,0.10947670898167416,484.12123905617153,
../output/mediapipe_pose_npz/deadlift__deadlift_19.npz,deadlift,../data/deadlift/deadlift_19.mp4,31,29.97002997002997,2,0.0,0.0,0.0,0.0,1.0,0.0689586250227876,449.5449262475281,
../output/mediapipe_pose_npz/deadlift__deadlift_2.npz,deadlift,../data/deadlift/deadlift_2.mp4,75,29.97002997002997,2,0.0,0.0,0.0,0.0,1.0,0.1565362919936888,479.12211950838747,
../output/mediapipe_pose_npz/deadlift__deadlift_20.npz,deadlift,../data/deadlift/deadlift_20.mp4,30,29.97002997002997,2,0.0,0.0,0.0,0.0,1.0,0.06554100004723296,457.72874961291586,
../output/mediapipe_pose_npz/deadlift__deadlift_21.npz,deadlift,../data/deadlift/deadlift_21.mp4,98,29.97002997002997,2,0.0,0.0,0.0,0.0,1.0,0.19361725001363084,506.15324818992474,
../output/mediapipe_pose_npz/deadlift__deadlift_22.npz,deadlift,../data/deadlift/deadlift_22.mp4,35,29.97002997002997,2,0.0,0.0,0.0,0.0,1.0,0.08429895795416087,415.18899935906563,
../output/mediapipe_pose_npz/deadlift__deadlift_23.npz,deadlift,../data/deadlift/deadlift_23.mp4,36,29.97002997002997,2,0.0,0.0,0.0,0.0,1.0,0.07787566696060821,462.2753345818515,
../output/mediapipe_pose_npz/deadlift__deadlift_24.npz,deadlift,../data/deadlift/deadlift_24.mp4,52,29.97002997002997,2,0.0,0.0,0.0,0.0,1.0,0.10515258298255503,494.5194737501301,
../output/mediapipe_pose_npz/deadlift__deadlift_25.npz,deadlift,../data/deadlift/deadlift_25.mp4,469,24.0,2,0.0,0.0,0.0,0.0,1.0,1.3662120830267668,343.2849158828669,
../output/mediapipe_pose_npz/deadlift__deadlift_26.npz,deadlift,../data/deadlift/deadlift_26.mp4,90,24.0,2,0.0,0.0,0.0,0.0,1.0,0.23936491698259488,375.9949500308111,
../output/mediapipe_pose_npz/deadlift__deadlift_27.npz,deadlift,../data/deadlift/deadlift_27.mp4,83,24.0,2,0.0,0.0,0.0,0.0,1.0,0.20199220802169293,410.9069394948454,
../output/mediapipe_pose_npz/deadlift__deadlift_28.npz,deadlift,../data/deadlift/deadlift_28.mp4,96,24.0,2,0.0,0.0,0.0,0.0,1.0,0.1992250420153141,481.8671339149254,
../output/mediapipe_pose_npz/deadlift__deadlift_29.npz,deadlift,../data/deadlift/deadlift_29.mp4,52,24.0,2,0.0,0.0,0.0,0.0,1.0,0.11648062500171363,446.4261760205613,
../output/mediapipe_pose_npz/deadlift__deadlift_3.npz,deadlift,../data/deadlift/deadlift_3.mp4,75,29.97002997002997,2,0.0,0.0,0.0,0.0,1.0,0.1493747080094181,502.0930316748886,
../output/mediapipe_pose_npz/deadlift__deadlift_30.npz,deadlift,../data/deadlift/deadlift_30.mp4,93,24.0,2,0.0,0.0,0.0,0.0,1.0,0.21799637499498203,426.6125984991298,
../output/mediapipe_pose_npz/deadlift__deadlift_31.npz,deadlift,../data/deadlift/deadlift_31.mp4,72,24.0,2,0.0,0.0,0.0,0.0,1.0,0.16009383299387991,449.7362493829005,
../output/mediapipe_pose_npz/deadlift__deadlift_32.npz,deadlift,../data/deadlift/deadlift_32.mp4,53,25.0,2,0.0,0.0,0.0,0.0,1.0,0.09996262495405972,530.1981618065497,
../output/mediapipe_pose_npz/deadlift__deadlift_4.npz,deadlift,../data/deadlift/deadlift_4.mp4,75,29.97002997002997,2,0.0,0.0,0.0,0.0,1.0,0.15309837501263246,489.8810976524839,
../output/mediapipe_pose_npz/deadlift__deadlift_5.npz,deadlift,../data/deadlift/deadlift_5.mp4,75,29.97002997002997,2,0.0,0.0,0.0,0.0,1.0,0.15500491601414979,483.8556216704349,
../output/mediapipe_pose_npz/deadlift__deadlift_6.npz,deadlift,../data/deadlift/deadlift_6.mp4,75,29.97002997002997,2,0.0,0.0,0.0,0.0,1.0,0.16450533299939707,455.912271247005,
../output/mediapipe_pose_npz/deadlift__deadlift_7.npz,deadlift,../data/deadlift/deadlift_7.mp4,75,29.97002997002997,2,0.0,0.0,0.0,0.0,1.0,0.15924654202535748,470.9678404700143,
../output/mediapipe_pose_npz/deadlift__deadlift_8.npz,deadlift,../data/deadlift/deadlift_8.mp4,75,29.97002997002997,2,0.0,0.0,0.0,0.0,1.0,0.15904383402084932,471.56810863958503,
../output/mediapipe_pose_npz/deadlift__deadlift_9.npz,deadlift,../data/deadlift/deadlift_9.mp4,74,29.97002997002997,2,0.0,0.0,0.0,0.0,1.0,0.16270687500946224,454.8056128279553,
../output/mediapipe_pose_npz/deadlift__e6fa6400-593b-4f65-adc7-04b88e005d2c.npz,deadlift,../data/deadlift/e6fa6400-593b-4f65-adc7-04b88e005d2c.mp4,150,60.0,4,0.0,0.0,0.0,0.0,1.0,0.6374452090240084,235.31434212152104,
../output/mediapipe_pose_npz/deadlift__fad0c258-c9e9-419a-a813-29e86ee6886d.npz,deadlift,../data/deadlift/fad0c258-c9e9-419a-a813-29e86ee6886d.mp4,150,30.0,2,0.0,0.0,0.0,0.0,1.0,0.3481512500438839,430.84722511004264,
../output/mediapipe_pose_npz/hammer curl__025f35e2-102a-4f99-bca8-16cd509774f3.npz,hammer curl,../data/hammer curl/025f35e2-102a-4f99-bca8-16cd509774f3.mp4,125,25.0,2,0.0,0.0,0.0,0.0,1.0,0.07173108297865838,1742.6197236864573,
../output/mediapipe_pose_npz/hammer curl__05b6578e-f240-4953-b597-dd85b537eee5.npz,hammer curl,../data/hammer curl/05b6578e-f240-4953-b597-dd85b537eee5.mp4,120,23.976023976023978,2,0.0,0.0,0.0,0.0,1.0,0.25308125000447035,474.15602695924866,
../output/mediapipe_pose_npz/hammer curl__17c7adb3-ee32-401e-976d-7f56819bd516.npz,hammer curl,../data/hammer curl/17c7adb3-ee32-401e-976d-7f56819bd516.mp4,60,30.0,2,0.0,0.0,0.0,0.0,1.0,0.12452095799380913,481.8465980881953,
../output/mediapipe_pose_npz/hammer curl__274d3a10-a171-49b9-8a0d-ff38054e5e48.npz,hammer curl,../data/hammer curl/274d3a10-a171-49b9-8a0d-ff38054e5e48.mp4,150,59.94005994005994,4,0.0,0.0,0.0,0.0,1.0,0.2856105830287561,525.1906228730242,
../output/mediapipe_pose_npz/hammer curl__2d518a65-4a3a-4db6-b8b8-e914096c9831.npz,hammer curl,../data/hammer curl/2d518a65-4a3a-4db6-b8b8-e914096c9831.mp4,63,25.0,2,0.0,0.0,0.0,0.0,1.0,0.040282499976456165,1563.9545717575,
../output/mediapipe_pose_npz/hammer curl__355a8c82-a19d-4739-b9f5-a4d22aca8e98.npz,hammer curl,../data/hammer curl/355a8c82-a19d-4739-b9f5-a4d22aca8e98.mp4,150,29.97002997002997,2,0.0,0.0,0.0,0.0,1.0,0.14218941697617993,1054.9308323356338,
../output/mediapipe_pose_npz/hammer curl__370bff27-41c5-4bdc-b160-2a74c1ab742c.npz,hammer curl,../data/hammer curl/370bff27-41c5-4bdc-b160-2a74c1ab742c.mp4,150,30.0,2,0.0,0.0,0.0,0.0,1.0,0.09721095900749788,1543.0359038884753,
../output/mediapipe_pose_npz/hammer curl__386c14ce-4800-4462-bd0d-669a38a2d85c.npz,hammer curl,../data/hammer curl/386c14ce-4800-4462-bd0d-669a38a2d85c.mp4,150,30.0,2,0.0,0.0,0.0,0.0,1.0,0.28398137498879805,528.2036542217493,
../output/mediapipe_pose_npz/hammer curl__388ccfd0-cd61-4baf-bf0b-1ba409f5a923.npz,hammer curl,../data/hammer curl/388ccfd0-cd61-4baf-bf0b-1ba409f5a923.mp4,60,30.0,2,0.0,0.0,0.0,0.0,1.0,0.04327345796627924,1386.5312091942108,
../output/mediapipe_pose_npz/hammer curl__38f59d95-aef9-4039-9234-b584e74d80b5.npz,hammer curl,../data/hammer curl/38f59d95-aef9-4039-9234-b584e74d80b5.mp4,150,29.97002997002997,2,0.0,0.0,0.0,0.0,1.0,0.34391525003593415,436.1539652118572,
../output/mediapipe_pose_npz/hammer curl__3b4df2b0-a5d7-4d8b-b349-a6afac2ccda9.npz,hammer curl,../data/hammer curl/3b4df2b0-a5d7-4d8b-b349-a6afac2ccda9.mp4,150,29.97002997002997,2,0.0,0.0,0.0,0.0,1.0,0.15586574998451397,962.3666521663883,
../output/mediapipe_pose_npz/hammer curl__3fef36a1-c2ea-40bf-8204-e35aa3825d1d.npz,hammer curl,../data/hammer curl/3fef36a1-c2ea-40bf-8204-e35aa3825d1d.mp4,120,30.0,2,0.0,0.0,0.0,0.0,1.0,0.287435749953147,417.4846031489138,
../output/mediapipe_pose_npz/hammer curl__41b071ed-0646-4a53-b083-ce2af67efcde.npz,hammer curl,../data/hammer curl/41b071ed-0646-4a53-b083-ce2af67efcde.mp4,91,29.97002997002997,2,0.0,0.0,0.0,0.0,1.0,0.09657162497751415,942.3057758548491,
../output/mediapipe_pose_npz/hammer curl__5a7a593c-ee6a-4e2d-be88-44602a692592.npz,hammer curl,../data/hammer curl/5a7a593c-ee6a-4e2d-be88-44602a692592.mp4,150,59.94005994005994,4,0.0,0.0,0.0,0.0,1.0,0.26724237500457093,561.2882313197314,
../output/mediapipe_pose_npz/hammer curl__5caf4fbb-8206-45b4-b059-a5ba94a81b6e.npz,hammer curl,../data/hammer curl/5caf4fbb-8206-45b4-b059-a5ba94a81b6e.mp4,135,30.0,2,0.0,0.0,0.0,0.0,1.0,0.15710204100469127,859.314106530091,
../output/mediapipe_pose_npz/hammer curl__5d4e8a39-e833-48e1-aaed-6fb494672e3a.npz,hammer curl,../data/hammer curl/5d4e8a39-e833-48e1-aaed-6fb494672e3a.mp4,151,59.94005994005994,4,0.0,0.0,0.0,0.0,1.0,0.2595284159760922,581.8245352135549,
../output/mediapipe_pose_npz/hammer curl__65631ee4-e522-4d45-902b-a2ec1a4a4f5b.npz,hammer curl,../data/hammer curl/65631ee4-e522-4d45-902b-a2ec1a4a4f5b.mp4,150,30.0,2,0.0,0.0,0.0,0.0,1.0,0.09495579201029614,1579.6824693298895,
../output/mediapipe_pose_npz/hammer curl__72400ace-bc65-4e16-978d-ffd01995debf.npz,hammer curl,../data/hammer curl/72400ace-bc65-4e16-978d-ffd01995debf.mp4,120,23.976023976023978,2,0.0,0.0,0.0,0.0,1.0,0.04792383301537484,2503.973335386212,
../output/mediapipe_pose_npz/hammer curl__74ec856b-7a54-47b9-8944-646ee276dcad.npz,hammer curl,../data/hammer curl/74ec856b-7a54-47b9-8944-646ee276dcad.mp4,150,30.0,2,0.0,0.0,0.0,0.0,1.0,0.29505741596221924,508.3756309287506,
../output/mediapipe_pose_npz/hammer curl__796e272f-a8e1-4e30-806e-ab02ace4456e.npz,hammer curl,../data/hammer curl/796e272f-a8e1-4e30-806e-ab02ace4456e.mp4,150,30.0,2,0.0,0.0,0.0,0.0,1.0,0.2858288750285283,524.7895265481092,
../output/mediapipe_pose_npz/hammer curl__79fe7746-c205-411d-bc02-14764cc1a065.npz,hammer curl,../data/hammer curl/79fe7746-c205-411d-bc02-14764cc1a065.mp4,150,30.0,2,0.0,0.0,0.0,0.0,1.0,0.3649892079993151,410.9710553422212,
../output/mediapipe_pose_npz/hammer curl__7ac6ad78-bb78-45e4-a2c0-38e22ae6dbc9.npz,hammer curl,../data/hammer curl/7ac6ad78-bb78-45e4-a2c0-38e22ae6dbc9.mp4,150,29.97002997002997,2,0.0,0.0,0.0,0.0,1.0,0.297379459021613,504.40605579653794,
../output/mediapipe_pose_npz/hammer curl__7b16d137-3cb3-4a8a-a7af-429f46aaaec5.npz,hammer curl,../data/hammer curl/7b16d137-3cb3-4a8a-a7af-429f46aaaec5.mp4,125,25.0,2,0.0,0.0,0.0,0.0,1.0,0.06807195901637897,1836.292091578023,
../output/mediapipe_pose_npz/hammer curl__82352475-2dc4-403f-a360-4767c1a3ef84.npz,hammer curl,../data/hammer curl/82352475-2dc4-403f-a360-4767c1a3ef84.mp4,60,29.97002997002997,2,0.0,0.0,0.0,0.0,1.0,0.05889458296587691,1018.7694178047507,
../output/mediapipe_pose_npz/hammer curl__8664b054-7588-470f-ba30-54229f7fd97d.npz,hammer curl,../data/hammer curl/8664b054-7588-470f-ba30-54229f7fd97d.mp4,109,23.976023976023978,2,0.0,0.0,0.0,0.0,1.0,0.04493133298819885,2425.924021186478,
../output/mediapipe_pose_npz/hammer curl__8aa77964-8055-4c92-b4c7-e256dc8873df.npz,hammer curl,../data/hammer curl/8aa77964-8055-4c92-b4c7-e256dc8873df.mp4,120,29.97002997002997,2,0.0,0.0,0.0,0.0,1.0,0.11721708398545161,1023.7415564346729,
../output/mediapipe_pose_npz/hammer curl__981db855-d65a-4a27-8e46-fb0bccbeab29.npz,hammer curl,../data/hammer curl/981db855-d65a-4a27-8e46-fb0bccbeab29.mp4,120,23.976023976023978,2,0.0,0.0,0.0,0.0,1.0,0.2513525420217775,477.41709327770815,
../output/mediapipe_pose_npz/hammer curl__98f7d897-7b6d-40ae-a866-c25feaf68768.npz,hammer curl,../data/hammer curl/98f7d897-7b6d-40ae-a866-c25feaf68768.mp4,150,30.0,2,0.0,0.0,0.0,0.0,1.0,0.2893139999941923,518.4678238972574,
../output/mediapipe_pose_npz/hammer curl__9a12072d-3412-445d-9d2b-0fd22773e166.npz,hammer curl,../data/hammer curl/9a12072d-3412-445d-9d2b-0fd22773e166.mp4,125,25.0,2,0.0,0.0,0.0,0.0,1.0,0.06815000000642613,1834.1892881616034,
../output/mediapipe_pose_npz/hammer curl__9d3b3deb-0b27-441e-97c8-bac537d28d16.npz,hammer curl,../data/hammer curl/9d3b3deb-0b27-441e-97c8-bac537d28d16.mp4,150,30.0,2,0.0,0.0,0.0,0.0,1.0,0.28922279202379286,518.6313255272782,
../output/mediapipe_pose_npz/hammer curl__ad3e30e5-ca2d-4275-9678-1804612011dc.npz,hammer curl,../data/hammer curl/ad3e30e5-ca2d-4275-9678-1804612011dc.mp4,150,30.0,2,0.0,0.0,0.0,0.0,1.0,1.167945499997586,128.43065023180452,
../output/mediapipe_pose_npz/hammer curl__b01049e8-a2c3-479c-973a-049c2a743cb0.npz,hammer curl,../data/hammer curl/b01049e8-a2c3-479c-973a-049c2a743cb0.mp4,106,30.0,2,0.0,0.0,0.0,0.0,1.0,0.06357379199471325,1667.3537423851465,
../output/mediapipe_pose_npz/hammer curl__b481cd3d-99c0-4eec-9f41-1468c3dfa32e.npz,hammer curl,../data/hammer curl/b481cd3d-99c0-4eec-9f41-1468c3dfa32e.mp4,150,29.97002997002997,2,0.0,0.0,0.0,0.0,1.0,0.13870820798911154,1081.4068047925098,
../output/mediapipe_pose_npz/hammer curl__b628aaa9-b2c3-4b8a-9aaf-2c3d536ec348.npz,hammer curl,../data/hammer curl/b628aaa9-b2c3-4b8a-9aaf-2c3d536ec348.mp4,150,30.0,2,0.0,0.0,0.0,0.0,1.0,0.09094475000165403,1649.3530412395648,
../output/mediapipe_pose_npz/hammer curl__bcfe17c9-be7e-4922-ba44-2cead2e51daa.npz,hammer curl,../data/hammer curl/bcfe17c9-be7e-4922-ba44-2cead2e51daa.mp4,106,59.94005994005994,4,0.0,0.0,0.0,0.0,1.0,0.18865966703742743,561.8583010589704,
